,name_x,cases,IDHM,IBGE_POP
737,São Joaquim de Bicas,440,0.662,21770
738,São José da Barra,68,0.74,4882
739,São José da Lapa,384,0.73,17889
740,São José da Safira,177,0.583,2944
741,São José da Varginha,22,0.7,2369
742,São José do Alegre,15,0.72,2894
743,São José do Divino,43,0.66,2686
744,São José do Goiabal,34,0.67,3685
745,São José do Jacuri,54,0.57,2000
746,São José do Mantimento,117,0.657,1437
747,São Lourenço,467,0.759,40784
748,São Miguel do Anta,52,0.644,3738
749,São Pedro da União,23,0.674,2755
750,São Pedro dos Ferros,50,0.659,6732
751,São Pedro do Suaçuí,68,0.622,2302
752,São Romão,37,0.64,6413
753,São Roque de Minas,29,0.672,4188
754,São Sebastião da Bela Vista,84,0.69,2776
755,São Sebastião da Vargem Alegre,23,0.66,1602
756,São Sebastião do Anta,27,0.607,4205
757,São Sebastião do Maranhão,16,0.581,3237
758,São Sebastião do Oeste,114,0.626,2927
759,São Sebastião do Paraíso,966,0.722,59711
760,São Sebastião do Rio Preto,28,0.632,873
761,São Sebastião do Rio Verde,2,0.68,1321
762,São Tiago,27,0.662,8436
763,São Tomás de Aquino,59,0.7,5486
764,São Tomé das Letras,0,0.667,3787
765,São Vicente de Minas,16,0.715,5927
766,Sapucaí-Mirim,44,0.68,3783
767,Sardoá,49,0.636,1979
768,Sarzedo,447,0.73,25478
769,Setubinha,44,0.542,2790
770,Sem-Peixe,11,0.654,1506
771,Senador Amaral,79,0.66,3098
772,Senador Cortes,16,0.674,1511
773,Senador Firmino,29,0.644,4642
774,Senador José Bento,32,0.684,682
775,Senador Modestino Gonçalves,2,0.62,1786
776,Senhora de Oliveira,7,0.631,3241
777,Senhora do Porto,17,0.565,1580
778,Senhora dos Remédios,28,0.626,3421
779,Sericita,12,0.56,3717
780,Seritinga,2,0.66,1482
781,Serra Azul de Minas,1,0.557,1706
782,Serra da Saudade,6,0.677,524
783,Serra dos Aimorés,247,0.65,6761
784,Serra do Salitre,196,0.696,7728
785,Serrania,43,0.677,6537
786,Serranópolis de Minas,15,0.633,1725
787,Serranos,8,0.643,1536
788,Serro,146,0.66,12808
789,Sete Lagoas,3170,0.76,208184
790,Silveirânia,5,0.652,1428
791,Silvianópolis,39,0.7,3494
792,Simão Pereira,15,0.638,1496
793,Simonésia,169,0.632,7072
794,Sobrália,60,0.631,4128
795,Soledade de Minas,9,0.7,3761
796,Tabuleiro,11,0.68,2697
797,Taiobeiras,338,0.67,24995
798,Taparuba,61,0.645,1405
799,Tapira,66,0.71,2404
800,Tapiraí,33,0.667,1084
801,Taquaraçu de Minas,54,0.65,1755
802,Tarumirim,81,0.633,7950
803,Teixeiras,35,0.675,7574
804,Teófilo Otoni,2612,0.701,112361
805,Timóteo,2430,0.77,78539
806,Tiradentes,32,0.74,5403
807,Tiros,27,0.68,4815
808,Tocantins,226,0.688,12844
809,Tocos do Moji,17,0.696,1017
810,Toledo,111,0.66,2153
811,Tombos,217,0.718,7556
812,Três Corações,906,0.74,65609
813,Três Marias,265,0.752,26773
814,Três Pontas,723,0.731,45472
815,Tumiritinga,42,0.626,4316
816,Tupaciguara,646,0.72,21636
817,Turmalina,77,0.682,12862
818,Turvolândia,16,0.696,2860
819,Ubá,2093,0.72,96248
820,Ubaí,50,0.609,5648
821,Ubaporanga,281,0.614,6419
822,Uberaba,7848,0.772,285743
823,Uberlândia,35219,0.789,580561
824,Umburatiba,17,0.638,1554
825,Unaí,2695,0.736,59265
826,União de Minas,113,0.672,2651
827,Uruana de Minas,19,0.664,1809
828,Urucânia,174,0.633,7928
829,Urucuia,54,0.619,6152
830,Vargem Alegre,119,0.631,5256
831,Vargem Bonita,10,0.696,1142
832,Vargem Grande do Rio Pardo,26,0.634,2421
833,Varginha,1344,0.778,118734
834,Varjão de Minas,74,0.711,4998
835,Várzea da Palma,542,0.67,31216
836,Varzelândia,91,0.594,8877
837,Vazante,775,0.742,16094
838,Verdelândia,34,0.584,4698
839,Veredinha,1,0.632,3761
840,Veríssimo,43,0.667,1969
841,Vermelho Novo,30,0.612,1849
842,Vespasiano,1388,0.688,84080
843,Viçosa,534,0.775,67078
844,Vieiras,24,0.67,1851
845,Mathias Lobato,84,0.612,3060
846,Virgem da Lapa,46,0.61,6837
847,Virgínia,36,0.65,3902
848,Virginópolis,29,0.675,6147
849,Virgolândia,26,0.62,3392
850,Visconde do Rio Branco,871,0.71,32204
851,Volta Grande,25,0.669,3787
852,Wenceslau Braz,42,0.68,1264
