,name_x,cases,IDHM,IBGE_POP
318,Guapé,0,0.679,7111
319,Guaraciaba,0,0.623,3173
320,Guaraciama,0,0.677,3024
321,Guaranésia,0,0.701,16723
322,Guarani,0,0.677,6610
323,Guarará,0,0.652,3486
324,Guarda-Mor,0,0.69,3681
325,Guaxupé,0,0.75,46069
326,Guidoval,0,0.68,5191
327,Guimarânia,1,0.693,5914
328,Guiricema,0,0.674,4207
329,Gurinhatã,0,0.68,2672
330,Heliodora,0,0.657,4413
331,Iapu,0,0.654,7145
332,Ibertioga,0,0.657,3426
333,Ibiá,0,0.718,19484
334,Ibiaí,0,0.614,5980
335,Ibiracatu,0,0.591,3116
336,Ibiraci,0,0.706,8137
337,Ibirité,0,0.7,158253
338,Ibitiúra de Minas,0,0.674,2347
339,Ibituruna,0,0.675,2465
340,Icaraí de Minas,0,0.624,2973
341,Igarapé,0,0.698,32518
342,Igaratinga,0,0.65,7628
343,Iguatama,0,0.71,6668
344,Ijaci,0,0.71,5151
345,Ilicínea,0,0.68,8991
346,Imbé de Minas,0,0.55,2037
347,Inconfidentes,0,0.69,3598
348,Indaiabira,0,0.61,2742
349,Indianópolis,0,0.674,3635
350,Ingaí,0,0.7,1620
351,Inhapim,0,0.66,13886
352,Inhaúma,0,0.7,4190
353,Inimutaba,0,0.664,4737
354,Ipaba,0,0.665,14614
355,Ipanema,0,0.693,14133
356,Ipatinga,1,0.77,235407
357,Ipiaçu,0,0.696,3731
358,Ipuiúna,0,0.69,7382
359,Iraí de Minas,0,0.695,5152
360,Itabira,0,0.76,101931
361,Itabirinha,0,0.653,8320
362,Itabirito,0,0.73,43396
363,Itacambira,0,0.628,1004
364,Itacarambi,0,0.64,13771
365,Itaguara,0,0.691,9460
366,Itaipé,0,0.552,4912
367,Itajubá,0,0.787,80074
368,Itamarandiba,0,0.65,21814
369,Itamarati de Minas,0,0.688,3208
370,Itambacuri,0,0.634,14445
371,Itambé do Mato Dentro,0,0.634,907
372,Itamogi,0,0.674,7695
373,Itamonte,0,0.705,9550
374,Itanhandu,0,0.74,12009
375,Itanhomi,0,0.65,8533
376,Itaobim,0,0.629,15673
377,Itapagipe,0,0.723,9369
378,Itapecerica,0,0.713,16418
379,Itapeva,0,0.72,4511
380,Itatiaiuçu,0,0.677,6218
381,Itaú de Minas,0,0.78,14527
382,Itaúna,0,0.758,79872
383,Itaverava,0,0.627,2565
384,Itinga,0,0.6,6546
385,Itueta,0,0.635,3289
386,Ituiutaba,0,0.74,92119
387,Itumirim,0,0.726,4696
388,Iturama,0,0.747,32224
389,Itutinga,0,0.727,2755
390,Jaboticatubas,0,0.68,10722
391,Jacinto,0,0.62,9115
392,Jacuí,0,0.67,4529
393,Jacutinga,0,0.715,15560
394,Jaguaraçu,0,0.679,2137
395,Jaíba,0,0.638,17546
396,Jampruca,0,0.609,3256
397,Janaúba,0,0.696,60294
398,Januária,0,0.66,41121
399,Japaraíba,0,0.721,2533
400,Japonvar,0,0.608,3042
401,Jeceaba,0,0.66,2985
402,Jenipapo de Minas,0,0.624,2863
403,Jequeri,0,0.601,7250
404,Jequitaí,0,0.643,5427
405,Jequitibá,0,0.69,1956
406,Jequitinhonha,0,0.615,16853
407,Jesuânia,0,0.66,3081
408,Joaíma,0,0.59,10241
409,Joanésia,0,0.626,2060
410,João Monlevade,0,0.758,73080
411,João Pinheiro,0,0.7,36598
412,Joaquim Felício,0,0.637,2506
413,Jordânia,0,0.628,7171
414,José Gonçalves de Minas,0,0.632,1135
415,José Raydan,0,0.617,1560
416,Josenópolis,0,0.564,2443
417,Nova União,0,0.662,2984
418,Juatuba,0,0.72,21719
419,Juiz de Fora,23,0.778,499216
420,Juramento,0,0.669,2270
421,Juruaia,0,0.723,4487
422,Juvenília,0,0.59,4384
423,Ladainha,0,0.541,4268
424,Lagamar,0,0.718,5098
425,Lagoa da Prata,2,0.732,44536
426,Lagoa dos Patos,0,0.634,3073
427,Lagoa Dourada,0,0.68,6869
428,Lagoa Formosa,0,0.703,12898
429,Lagoa Grande,0,0.679,6377
430,Lagoa Santa,0,0.777,49199
431,Lajinha,0,0.66,12187
432,Lambari,0,0.711,13973
433,Lamim,0,0.655,1511
434,Laranjal,0,0.71,4738
435,Lassance,0,0.629,3872
436,Lavras,0,0.782,87422
437,Leandro Ferreira,0,0.71,2117
438,Leme do Prado,0,0.67,1761
439,Leopoldina,0,0.726,45516
440,Liberdade,0,0.672,3848
441,Lima Duarte,0,0.71,12239
442,Limeira do Oeste,0,0.71,4943
443,Lontra,0,0.65,5614
444,Luisburgo,0,0.608,1836
445,Luislândia,0,0.614,2989
446,Luminárias,0,0.68,4137
447,Luz,0,0.72,15593
448,Machacalis,0,0.64,5735
449,Machado,0,0.715,31371
450,Madre de Deus de Minas,0,0.7,3714
451,Malacacheta,0,0.618,11701
452,Mamonas,0,0.618,2808
453,Manga,0,0.642,13766
454,Manhuaçu,1,0.69,63209
455,Manhumirim,0,0.7,16895
456,Mantena,0,0.675,21053
457,Maravilhas,0,0.672,4882
458,Mar de Espanha,0,0.684,10538
459,Maria da Fé,0,0.7,8281
460,Mariana,2,0.742,47999
461,Marilac,0,0.615,3417
462,Mário Campos,0,0.7,11929
463,Maripá de Minas,0,0.68,2261
464,Marliéria,0,0.657,2823
465,Marmelópolis,0,0.65,1549
466,Martinho Campos,0,0.669,10932
467,Martins Soares,0,0.635,2917
468,Mata Verde,0,0.581,6387
469,Materlândia,0,0.597,2005
470,Mateus Leme,0,0.7,24603
471,Matias Barbosa,0,0.72,12434
472,Matias Cardoso,0,0.616,5131
473,Matipó,0,0.631,13766
474,Mato Verde,0,0.662,9160
475,Matozinhos,0,0.731,32354
476,Matutina,0,0.71,2683
477,Medeiros,0,0.711,1934
478,Medina,0,0.624,15048
479,Mendes Pimentel,0,0.626,3447
480,Mercês,0,0.664,7226
481,Mesquita,0,0.66,3805
482,Minas Novas,0,0.633,12471
483,Minduri,0,0.66,3365
484,Mirabela,0,0.665,9999
485,Miradouro,0,0.66,5630
486,Miraí,0,0.68,10323
487,Miravânia,0,0.593,1072
488,Moeda,0,0.638,1787
489,Moema,0,0.721,6458
490,Monjolos,0,0.65,1402
491,Monsenhor Paulo,0,0.721,6102
492,Montalvânia,0,0.613,10210
493,Monte Alegre de Minas,0,0.674,13210
494,Monte Azul,0,0.659,12329
495,Monte Belo,0,0.688,8953
496,Monte Carmelo,0,0.728,39350
497,Monte Formoso,0,0.541,1696
498,Monte Santo de Minas,0,0.71,16267
499,Montes Claros,0,0.77,338940
500,Monte Sião,0,0.72,16545
501,Montezuma,0,0.59,3074
502,Morada Nova de Minas,0,0.696,6396
503,Morro da Garça,0,0.648,1520
504,Morro do Pilar,0,0.597,2581
505,Munhoz,0,0.647,3310
506,Muriaé,1,0.73,92629
507,Mutum,0,0.644,13711
508,Muzambinho,0,0.74,15620
509,Nacip Raydan,0,0.585,1960
510,Nanuque,0,0.701,36579
511,Naque,0,0.675,5945
512,Natalândia,0,0.67,2447
513,Natércia,0,0.693,2721
514,Nazareno,0,0.69,6217
515,Nepomuceno,0,0.667,19800
516,Ninheira,0,0.556,2614
517,Nova Belém,0,0.59,1348
518,Nova Era,0,0.71,15386
519,Nova Lima,20,0.813,76049
520,Nova Módica,0,0.63,2321
521,Nova Ponte,0,0.701,10952
522,Nova Porteirinha,0,0.64,4065
523,Nova Resende,0,0.67,8801
524,Nova Serrana,0,0.715,69346
525,Novo Cruzeiro,0,0.57,10471
526,Novo Oriente de Minas,0,0.555,4408
527,Novorizonte,0,0.616,1717
528,Olaria,0,0.636,917
529,Olhos-d'Água,0,0.626,2861
530,Olímpio Noronha,0,0.674,2248
531,Oliveira,0,0.7,35099
532,Oliveira Fortes,0,0.635,1171
533,Onça de Pitangui,0,0.66,1517
534,Oratórios,0,0.637,3240
535,Orizânia,0,0.562,2221
536,Ouro Branco,0,0.764,31547
537,Ouro Fino,0,0.722,22455
538,Ouro Preto,0,0.741,61519
539,Ouro Verde de Minas,0,0.595,3613
540,Padre Carvalho,0,0.599,3462
541,Padre Paraíso,0,0.596,11494
542,Paineiras,0,0.669,3568
543,Pains,0,0.728,6565
544,Pai Pedro,0,0.59,1742
545,Paiva,0,0.72,1218
546,Palma,0,0.703,5108
547,Palmópolis,0,0.565,4463
548,Papagaios,0,0.67,11821
549,Paracatu,0,0.74,73521
550,Pará de Minas,0,0.725,78927
551,Paraguaçu,0,0.715,16567
552,Paraisópolis,0,0.73,15961
553,Paraopeba,0,0.69,19584
554,Passabém,0,0.642,1010
555,Passa Quatro,0,0.715,11611
556,Passa Tempo,0,0.687,6332
557,Passa Vinte,0,0.648,1295
558,Passos,0,0.76,100405
559,Patis,0,0.614,2297
560,Patos de Minas,0,0.765,124101
561,Patrocínio,1,0.73,71918
562,Patrocínio do Muriaé,0,0.682,4303
563,Paula Cândido,0,0.637,4915
564,Paulistas,0,0.625,2290
565,Pavão,0,0.627,5176
566,Peçanha,0,0.627,9035
567,Pedra Azul,0,0.627,20912
568,Pedra Bonita,0,0.573,1805
569,Pedra do Anta,0,0.624,2191
570,Pedra do Indaiá,0,0.708,2052
571,Pedra Dourada,0,0.655,1297
572,Pedralva,0,0.675,5504
573,Pedras de Maria da Cruz,0,0.614,6323
574,Pedrinópolis,0,0.73,2911
575,Pedro Leopoldo,0,0.757,55232
576,Pedro Teixeira,0,0.637,965
577,Pequeri,0,0.69,2908
578,Pequi,0,0.674,2949
579,Perdigão,0,0.703,7062
580,Perdizes,0,0.723,9784
581,Perdões,0,0.74,17714
582,Periquito,0,0.65,5289
583,Pescador,0,0.66,3195
584,Piau,0,0.629,1669
585,Piedade de Caratinga,0,0.612,4592
586,Piedade de Ponte Nova,0,0.639,3156
587,Piedade do Rio Grande,0,0.68,3423
588,Piedade dos Gerais,0,0.626,2077
589,Pimenta,0,0.69,6879
590,Pingo d'Água,0,0.619,4029
591,Pintópolis,0,0.594,2532
592,Piracema,0,0.65,3003
593,Pirajuba,0,0.723,4097
594,Piranga,0,0.6,5899
595,Piranguçu,0,0.685,1721
596,Piranguinho,0,0.72,4762
597,Pirapetinga,0,0.71,9089
598,Pirapora,0,0.731,51887
599,Piraúba,0,0.684,8768
600,Pitangui,0,0.725,22436
601,Piumhi,0,0.737,28288
602,Planura,0,0.71,9326
603,Poço Fundo,0,0.691,9212
604,Poços de Caldas,2,0.779,148198
605,Pocrane,0,0.626,5374
606,Pompéu,0,0.69,25352
607,Ponte Nova,0,0.72,51046
608,Ponto Chique,0,0.606,2577
609,Ponto dos Volantes,0,0.595,4025
610,Porteirinha,0,0.65,19222
611,Porto Firme,0,0.634,4811
612,Poté,0,0.624,9299
613,Pouso Alegre,0,0.774,118760
614,Pouso Alto,0,0.71,3605
615,Prados,0,0.69,5872
616,Prata,0,0.695,19257
617,Pratápolis,0,0.73,7739
618,Pratinha,0,0.721,1758
619,Presidente Bernardes,0,0.632,1626
620,Presidente Juscelino,0,0.614,1846
621,Presidente Kubitschek,0,0.595,2012
622,Presidente Olegário,0,0.701,13036
623,Alto Jequitibá,0,0.66,4719
624,Prudente de Morais,0,0.69,9120
625,Quartel Geral,0,0.68,2749
626,Queluzito,0,0.682,847
627,Raposos,0,0.73,14988
628,Raul Soares,0,0.655,15377
629,Recreio,0,0.69,9048
630,Reduto,0,0.629,3648
631,Resende Costa,0,0.685,8672
632,Resplendor,0,0.67,12969
633,Ressaquinha,0,0.68,2979
634,Riachinho,0,0.632,4429
635,Riacho dos Machados,0,0.627,4497
636,Ribeirão das Neves,0,0.684,272404
637,Ribeirão Vermelho,0,0.737,3532
638,Rio Acima,0,0.67,8453
639,Rio Casca,0,0.65,11171
640,Rio Doce,0,0.664,1650
641,Rio do Prado,0,0.605,2717
642,Rio Espera,0,0.602,2377
643,Rio Manso,0,0.648,2802
644,Rio Novo,0,0.71,7490
645,Rio Paranaíba,0,0.71,7876
646,Rio Pardo de Minas,0,0.624,11636
647,Rio Piracicaba,0,0.685,11229
648,Rio Pomba,0,0.71,14384
649,Rio Preto,0,0.679,4408
650,Rio Vermelho,0,0.56,5443
651,Ritápolis,0,0.653,3407
652,Rochedo de Minas,0,0.684,1914
653,Rodeiro,0,0.67,5506
654,Romaria,0,0.708,2707
655,Rosário da Limeira,0,0.662,2283
656,Rubelita,0,0.58,2514
657,Rubim,0,0.609,7678
658,Sabará,3,0.731,119262
659,Sabinópolis,0,0.638,10099
660,Sacramento,0,0.732,19131
661,Salinas,0,0.679,30607
662,Salto da Divisa,0,0.608,5743
663,Santa Bárbara,0,0.71,25790
664,Santa Bárbara do Leste,0,0.613,3959
665,Santa Bárbara do Monte Verde,0,0.606,1607
666,Santa Bárbara do Tugúrio,0,0.637,2187
667,Santa Cruz de Minas,0,0.706,7861
668,Santa Cruz de Salinas,0,0.58,1150
669,Santa Cruz do Escalvado,0,0.625,1728
670,Santa Efigênia de Minas,0,0.607,3044
671,Santa Fé de Minas,0,0.615,2262
672,Santa Helena de Minas,0,0.57,3760
673,Santa Juliana,0,0.706,9757
674,Santa Luzia,1,0.715,191977
675,Santa Margarida,0,0.61,7612
676,Santa Maria de Itabira,0,0.648,6278
677,Santa Maria do Salto,0,0.613,3739
678,Santa Maria do Suaçuí,0,0.64,10538
679,Santana da Vargem,0,0.698,5277
680,Santana de Cataguases,0,0.69,2913
681,Santana de Pirapama,0,0.628,3297
682,Santana do Deserto,0,0.65,1404
683,Santana do Garambéu,0,0.667,1548
684,Santana do Jacaré,0,0.647,4382
685,Santana do Manhuaçu,0,0.621,4133
686,Santana do Paraíso,0,0.685,25947
687,Santana do Riacho,0,0.665,2260
688,Santana dos Montes,0,0.647,2285
689,Santa Rita de Caldas,0,0.69,5532
690,Santa Rita de Jacutinga,0,0.682,3736
691,Santa Rita de Minas,0,0.613,4746
692,Santa Rita de Ibitipoca,0,0.63,2232
693,Santa Rita do Itueto,0,0.607,2566
694,Santa Rita do Sapucaí,0,0.721,31718
695,Santa Rosa da Serra,0,0.705,1956
696,Santa Vitória,0,0.71,14334
697,Santo Antônio do Amparo,0,0.672,15137
698,Santo Antônio do Aventureiro,0,0.67,2374
699,Santo Antônio do Grama,0,0.633,3365
700,Santo Antônio do Itambé,0,0.56,1230
701,Santo Antônio do Jacinto,0,0.574,6341
702,Santo Antônio do Monte,0,0.72,21302
703,Santo Antônio do Retiro,0,0.57,1590
704,Santo Antônio do Rio Abaixo,0,0.669,887
705,Santo Hipólito,0,0.657,2233
706,Santos Dumont,0,0.741,41193
707,São Bento Abade,0,0.672,4236
708,São Brás do Suaçuí,0,0.664,3128
709,São Domingos das Dores,0,0.638,2573
710,São Domingos do Prata,0,0.69,10434
711,São Félix de Minas,0,0.62,2082
712,São Francisco,0,0.638,34060
713,São Francisco de Paula,0,0.66,4622
714,São Francisco de Sales,0,0.688,4293
715,São Francisco do Glória,0,0.66,3129
716,São Geraldo,0,0.65,7226
717,São Geraldo da Piedade,0,0.6,1048
718,São Geraldo do Baixio,0,0.63,2438
719,São Gonçalo do Abaeté,0,0.67,4161
720,São Gonçalo do Pará,0,0.69,7940
721,São Gonçalo do Rio Abaixo,0,0.667,4649
722,São Gonçalo do Sapucaí,0,0.715,19637
723,São Gotardo,0,0.736,29284
724,São João Batista do Glória,0,0.72,5579
725,São João da Lagoa,0,0.634,2388
726,São João da Mata,0,0.653,1706
727,São João da Ponte,0,0.569,8616
728,São João das Missões,0,0.529,2431
729,São João del Rei,2,0.758,79654
730,São João do Manhuaçu,0,0.65,4178
731,São João do Manteninha,0,0.64,2904
732,São João do Oriente,0,0.648,6319
733,São João do Pacuí,0,0.625,1921
734,São João do Paraíso,0,0.615,10219
735,São João Evangelista,0,0.638,10057
736,São João Nepomuceno,0,0.708,23687
737,São Joaquim de Bicas,0,0.662,21770
738,São José da Barra,0,0.74,4882
739,São José da Lapa,0,0.73,17889
740,São José da Safira,0,0.583,2944
741,São José da Varginha,0,0.7,2369
742,São José do Alegre,0,0.72,2894
